Transaction_ID,Date,Product_ID,Store_ID,Quantity,Unit_Price,Total_Amount,Month_Year,Store_Name,Region,Store_Type,Product_Name,Brand,Category
TXN1120,2026-09-08,P001,ST006,1.0,29500000,29500000.0,2026-09,CH_HCM_Q1_5,Miền Nam,D,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN2491,2026-08-22,P006,ST015,3.0,10500000,31500000.0,2026-08,CH_BD_TDM_14,Miền Nam,C,Oppo Reno 11 5G,Oppo,Smartphone
TXN1002,2026-07-11,P004,ST014,1.0,21000000,21000000.0,2026-07,CH_HCM_TB_13,Miền Nam,B,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1554,2026-08-12,P010,ST007,2.0,6000000,12000000.0,2026-08,CH_HCM_Q3_6,Miền Nam,A,Loa Bluetooth Marshall,Marshall,Accessories
TXN2625,2026-09-13,P003,ST005,1.0,25500000,25500000.0,2026-09,CH_BD_TDM_4,Miền Nam,C,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN2655,2026-08-30,P005,ST010,0.0,6000000,0.0,2026-08,CH_BD_TDM_9,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN2630,2026-09-05,P006,ST007,3.0,9500000,28500000.0,2026-09,CH_HCM_Q3_6,Miền Nam,A,Oppo Reno 11 5G,Oppo,Smartphone
TXN2412,2026-08-29,P005,ST001,2.0,5500000,11000000.0,2026-08,CH_HCM_Q1_0,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN1134,2026-09-14,P005,ST006,3.0,6000000,18000000.0,2026-09,CH_HCM_Q1_5,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN2636,2026-09-02,P002,ST014,2.0,30500000,61000000.0,2026-09,CH_HCM_TB_13,Miền Nam,B,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN2234,2026-08-24,P009,ST002,1.0,39500000,39500000.0,2026-08,CH_HCM_Q3_1,Miền Nam,A,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1846,2026-08-03,P008,ST001,1.0,9500000,9500000.0,2026-08,CH_HCM_Q1_0,Miền Nam,D,Apple Watch Series 9,Apple,Smartwatch
TXN1033,2026-08-05,P008,ST004,1.0,8500000,8500000.0,2026-08,CH_HCM_TB_3,Miền Nam,B,Apple Watch Series 9,Apple,Smartwatch
TXN2799,2026-09-26,P006,ST004,1.0,9500000,9500000.0,2026-09,CH_HCM_TB_3,Miền Nam,B,Oppo Reno 11 5G,Oppo,Smartphone
TXN2581,2026-08-12,P010,ST012,1.0,6500000,6500000.0,2026-08,CH_HCM_Q3_11,Miền Nam,A,Loa Bluetooth Marshall,Marshall,Accessories
TXN2372,2026-07-05,P006,ST001,1.0,10500000,10500000.0,2026-07,CH_HCM_Q1_0,Miền Nam,D,Oppo Reno 11 5G,Oppo,Smartphone
TXN1893,2026-09-25,P009,ST005,3.0,38500000,115500000.0,2026-09,CH_BD_TDM_4,Miền Nam,C,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1708,2026-08-14,P010,ST009,1.0,6000000,6000000.0,2026-08,CH_HCM_TB_8,Miền Nam,B,Loa Bluetooth Marshall,Marshall,Accessories
TXN2226,2026-08-22,P008,ST002,1.0,10000000,10000000.0,2026-08,CH_HCM_Q3_1,Miền Nam,A,Apple Watch Series 9,Apple,Smartwatch
TXN2642,2026-07-04,P005,ST011,5.0,6000000,30000000.0,2026-07,CH_HCM_Q1_10,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN1874,2026-09-23,P004,ST001,1.0,21000000,21000000.0,2026-09,CH_HCM_Q1_0,Miền Nam,D,Xiaomi 14 5G,Xiaomi,Smartphone
TXN2577,2026-08-22,P006,ST011,1.0,10500000,10500000.0,2026-08,CH_HCM_Q1_10,Miền Nam,D,Oppo Reno 11 5G,Oppo,Smartphone
TXN1877,2026-07-14,P005,ST010,1.0,6000000,6000000.0,2026-07,CH_BD_TDM_9,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN2696,2026-09-16,P008,ST002,2.0,8500000,17000000.0,2026-09,CH_HCM_Q3_1,Miền Nam,A,Apple Watch Series 9,Apple,Smartwatch
TXN1567,2026-09-08,P001,ST013,4.0,29500000,118000000.0,2026-09,CH_HCM_GV_12,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN2278,2026-09-11,P003,ST002,2.0,25500000,51000000.0,2026-09,CH_HCM_Q3_1,Miền Nam,A,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN2020,2026-08-13,P002,ST013,1.0,30000000,30000000.0,2026-08,CH_HCM_GV_12,Miền Nam,C,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1639,2026-09-14,P007,ST006,4.0,27000000,108000000.0,2026-09,CH_HCM_Q1_5,Miền Nam,D,iPad Pro M4 11 inch,Apple,Tablet
TXN1024,2026-08-09,P004,ST001,1.0,22000000,22000000.0,2026-08,CH_HCM_Q1_0,Miền Nam,D,Xiaomi 14 5G,Xiaomi,Smartphone
TXN2340,2026-08-02,P010,ST007,1.0,6500000,6500000.0,2026-08,CH_HCM_Q3_6,Miền Nam,A,Loa Bluetooth Marshall,Marshall,Accessories
TXN2098,2026-07-26,P008,ST012,2.0,9500000,19000000.0,2026-07,CH_HCM_Q3_11,Miền Nam,A,Apple Watch Series 9,Apple,Smartwatch
TXN1183,2026-09-29,P003,ST005,1.0,25500000,25500000.0,2026-09,CH_BD_TDM_4,Miền Nam,C,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1270,2026-08-13,P006,ST001,1.0,10000000,10000000.0,2026-08,CH_HCM_Q1_0,Miền Nam,D,Oppo Reno 11 5G,Oppo,Smartphone
TXN2236,2026-09-28,P004,ST010,1.0,22000000,22000000.0,2026-09,CH_BD_TDM_9,Miền Nam,C,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1070,2026-08-15,P009,ST015,3.0,39500000,118500000.0,2026-08,CH_BD_TDM_14,Miền Nam,C,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN2306,2026-08-23,P003,ST005,5.0,26500000,132500000.0,2026-08,CH_BD_TDM_4,Miền Nam,C,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN2284,2026-08-06,P006,ST010,1.0,10500000,10500000.0,2026-08,CH_BD_TDM_9,Miền Nam,C,Oppo Reno 11 5G,Oppo,Smartphone
TXN1251,2026-09-23,P009,ST005,1.0,40000000,40000000.0,2026-09,CH_BD_TDM_4,Miền Nam,C,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN2409,2026-07-29,P005,ST010,1.0,5500000,5500000.0,2026-07,CH_BD_TDM_9,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN2067,2026-07-04,P007,ST009,2.0,28000000,56000000.0,2026-07,CH_HCM_TB_8,Miền Nam,B,iPad Pro M4 11 inch,Apple,Tablet
TXN1701,2026-08-20,P008,ST001,1.0,8500000,8500000.0,2026-08,CH_HCM_Q1_0,Miền Nam,D,Apple Watch Series 9,Apple,Smartwatch
TXN2066,2026-07-13,P002,ST015,3.0,31000000,93000000.0,2026-07,CH_BD_TDM_14,Miền Nam,C,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN2312,2026-09-12,P008,ST014,2.0,9000000,18000000.0,2026-09,CH_HCM_TB_13,Miền Nam,B,Apple Watch Series 9,Apple,Smartwatch
TXN1305,2026-07-11,P009,ST011,1.0,39500000,39500000.0,2026-07,CH_HCM_Q1_10,Miền Nam,D,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1179,2026-09-23,P009,ST008,1.0,39500000,39500000.0,2026-09,CH_HCM_GV_7,Miền Nam,C,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1996,2026-09-22,P004,ST012,2.0,20500000,41000000.0,2026-09,CH_HCM_Q3_11,Miền Nam,A,Xiaomi 14 5G,Xiaomi,Smartphone
TXN2455,2026-08-30,P005,ST013,5.0,5500000,27500000.0,2026-08,CH_HCM_GV_12,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN2011,2026-07-25,P001,ST013,0.0,29000000,0.0,2026-07,CH_HCM_GV_12,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1557,2026-08-31,P006,ST003,4.0,9500000,38000000.0,2026-08,CH_HCM_GV_2,Miền Nam,C,Oppo Reno 11 5G,Oppo,Smartphone
TXN1439,2026-09-20,P004,ST001,1.0,21000000,21000000.0,2026-09,CH_HCM_Q1_0,Miền Nam,D,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1876,2026-07-22,P008,ST003,2.0,8500000,17000000.0,2026-07,CH_HCM_GV_2,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN2674,2026-08-08,P010,ST014,5.0,6000000,30000000.0,2026-08,CH_HCM_TB_13,Miền Nam,B,Loa Bluetooth Marshall,Marshall,Accessories
TXN2417,2026-09-10,P001,ST012,2.0,29000000,58000000.0,2026-09,CH_HCM_Q3_11,Miền Nam,A,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1387,2026-07-11,P005,ST004,1.0,5000000,5000000.0,2026-07,CH_HCM_TB_3,Miền Nam,B,AirPods Pro 2,Apple,Accessories
TXN2661,2026-08-08,P003,ST003,1.0,26000000,26000000.0,2026-08,CH_HCM_GV_2,Miền Nam,C,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1393,2026-09-21,P005,ST008,1.0,4500000,4500000.0,2026-09,CH_HCM_GV_7,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN1415,2026-08-11,P010,ST006,1.0,6000000,6000000.0,2026-08,CH_HCM_Q1_5,Miền Nam,D,Loa Bluetooth Marshall,Marshall,Accessories
TXN1451,2026-07-24,P001,ST012,1.0,28500000,28500000.0,2026-07,CH_HCM_Q3_11,Miền Nam,A,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1938,2026-07-06,P001,ST010,1.0,29500000,29500000.0,2026-07,CH_BD_TDM_9,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1229,2026-09-13,P007,ST014,1.0,27000000,27000000.0,2026-09,CH_HCM_TB_13,Miền Nam,B,iPad Pro M4 11 inch,Apple,Tablet
TXN1079,2026-08-03,P003,ST010,4.0,26000000,104000000.0,2026-08,CH_BD_TDM_9,Miền Nam,C,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1722,2026-07-15,P009,ST014,1.0,40000000,40000000.0,2026-07,CH_HCM_TB_13,Miền Nam,B,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN2430,2026-09-13,P004,ST013,2.0,21500000,43000000.0,2026-09,CH_HCM_GV_12,Miền Nam,C,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1501,2026-08-31,P004,ST012,1.0,21500000,21500000.0,2026-08,CH_HCM_Q3_11,Miền Nam,A,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1345,2026-08-19,P008,ST001,1.0,9000000,9000000.0,2026-08,CH_HCM_Q1_0,Miền Nam,D,Apple Watch Series 9,Apple,Smartwatch
TXN2488,2026-09-26,P005,ST005,1.0,5000000,5000000.0,2026-09,CH_BD_TDM_4,Miền Nam,C,AirPods Pro 2,Apple,Accessories
TXN1785,2026-08-05,P006,ST014,1.0,9000000,9000000.0,2026-08,CH_HCM_TB_13,Miền Nam,B,Oppo Reno 11 5G,Oppo,Smartphone
TXN2108,2026-09-28,P009,ST013,1.0,38500000,38500000.0,2026-09,CH_HCM_GV_12,Miền Nam,C,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1248,2026-07-17,P007,ST009,1.0,28000000,28000000.0,2026-07,CH_HCM_TB_8,Miền Nam,B,iPad Pro M4 11 inch,Apple,Tablet
TXN2718,2026-09-12,P001,ST011,5.0,28500000,142500000.0,2026-09,CH_HCM_Q1_10,Miền Nam,D,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1279,2026-09-06,P005,ST001,1.0,6000000,6000000.0,2026-09,CH_HCM_Q1_0,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN2061,2026-09-22,P005,ST012,1.0,4500000,4500000.0,2026-09,CH_HCM_Q3_11,Miền Nam,A,AirPods Pro 2,Apple,Accessories
TXN2798,2026-07-02,P004,ST012,1.0,21000000,21000000.0,2026-07,CH_HCM_Q3_11,Miền Nam,A,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1149,2026-08-08,P001,ST012,1.0,28500000,28500000.0,2026-08,CH_HCM_Q3_11,Miền Nam,A,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN2478,2026-08-23,P003,ST008,3.0,26500000,79500000.0,2026-08,CH_HCM_GV_7,Miền Nam,C,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN2060,2026-07-11,P003,ST006,1.0,26000000,26000000.0,2026-07,CH_HCM_Q1_5,Miền Nam,D,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1211,2026-09-14,P005,ST011,4.0,5000000,20000000.0,2026-09,CH_HCM_Q1_10,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN1479,2026-09-07,P007,ST014,0.0,26500000,0.0,2026-09,CH_HCM_TB_13,Miền Nam,B,iPad Pro M4 11 inch,Apple,Tablet
TXN2711,2026-07-11,P005,ST006,2.0,4500000,9000000.0,2026-07,CH_HCM_Q1_5,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN1550,2026-07-19,P002,ST003,1.0,29500000,29500000.0,2026-07,CH_HCM_GV_2,Miền Nam,C,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN2591,2026-08-19,P001,ST015,4.0,28500000,114000000.0,2026-08,CH_BD_TDM_14,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN2344,2026-09-26,P008,ST006,1.0,9000000,9000000.0,2026-09,CH_HCM_Q1_5,Miền Nam,D,Apple Watch Series 9,Apple,Smartwatch
TXN2109,2026-07-30,P006,ST009,2.0,9500000,19000000.0,2026-07,CH_HCM_TB_8,Miền Nam,B,Oppo Reno 11 5G,Oppo,Smartphone
TXN1408,2026-08-16,P001,ST007,1.0,29000000,29000000.0,2026-08,CH_HCM_Q3_6,Miền Nam,A,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN2197,2026-09-15,P004,ST004,1.0,21000000,21000000.0,2026-09,CH_HCM_TB_3,Miền Nam,B,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1180,2026-09-05,P006,ST010,2.0,9000000,18000000.0,2026-09,CH_BD_TDM_9,Miền Nam,C,Oppo Reno 11 5G,Oppo,Smartphone
TXN2610,2026-07-20,P002,ST006,1.0,31000000,31000000.0,2026-07,CH_HCM_Q1_5,Miền Nam,D,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1644,2026-08-07,P001,ST013,3.0,29000000,87000000.0,2026-08,CH_HCM_GV_12,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1688,2026-08-22,P002,ST009,1.0,30500000,30500000.0,2026-08,CH_HCM_TB_8,Miền Nam,B,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1778,2026-08-11,P005,ST012,1.0,6000000,6000000.0,2026-08,CH_HCM_Q3_11,Miền Nam,A,AirPods Pro 2,Apple,Accessories
TXN1095,2026-09-28,P007,ST008,1.0,27500000,27500000.0,2026-09,CH_HCM_GV_7,Miền Nam,C,iPad Pro M4 11 inch,Apple,Tablet
TXN1051,2026-08-03,P004,ST011,2.0,21500000,43000000.0,2026-08,CH_HCM_Q1_10,Miền Nam,D,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1357,2026-09-27,P008,ST006,3.0,9000000,27000000.0,2026-09,CH_HCM_Q1_5,Miền Nam,D,Apple Watch Series 9,Apple,Smartwatch
TXN1291,2026-08-13,P004,ST006,2.0,22000000,44000000.0,2026-08,CH_HCM_Q1_5,Miền Nam,D,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1579,2026-09-25,P003,ST015,5.0,26500000,132500000.0,2026-09,CH_BD_TDM_14,Miền Nam,C,MacBook Air M3 8GB 256GB,Apple,Laptop
TXN1774,2026-07-07,P008,ST015,1.0,9000000,9000000.0,2026-07,CH_BD_TDM_14,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN1757,2026-09-09,P001,ST014,1.0,28000000,28000000.0,2026-09,CH_HCM_TB_13,Miền Nam,B,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1932,2026-09-03,P002,ST005,2.0,30000000,60000000.0,2026-09,CH_BD_TDM_4,Miền Nam,C,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1411,2026-07-17,P002,ST007,1.0,30000000,30000000.0,2026-07,CH_HCM_Q3_6,Miền Nam,A,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1949,2026-08-10,P007,ST003,1.0,27500000,27500000.0,2026-08,CH_HCM_GV_2,Miền Nam,C,iPad Pro M4 11 inch,Apple,Tablet
TXN1648,2026-08-30,P002,ST001,1.0,31000000,31000000.0,2026-08,CH_HCM_Q1_0,Miền Nam,D,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1299,2026-08-15,P009,ST002,1.0,38500000,38500000.0,2026-08,CH_HCM_Q3_1,Miền Nam,A,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN2215,2026-08-28,P002,ST005,1.0,30500000,30500000.0,2026-08,CH_BD_TDM_4,Miền Nam,C,Samsung Galaxy S24 Ultra,Samsung,Smartphone
TXN1139,2026-09-05,P004,ST002,1.0,20500000,20500000.0,2026-09,CH_HCM_Q3_1,Miền Nam,A,Xiaomi 14 5G,Xiaomi,Smartphone
TXN1621,2026-08-11,P005,ST006,1.0,5500000,5500000.0,2026-08,CH_HCM_Q1_5,Miền Nam,D,AirPods Pro 2,Apple,Accessories
TXN1053,2026-08-28,P006,ST015,2.0,10500000,21000000.0,2026-08,CH_BD_TDM_14,Miền Nam,C,Oppo Reno 11 5G,Oppo,Smartphone
TXN1010,2026-07-28,P008,ST007,3.0,8500000,25500000.0,2026-07,CH_HCM_Q3_6,Miền Nam,A,Apple Watch Series 9,Apple,Smartwatch
TXN1805,2026-08-13,P004,ST011,1.0,20500000,20500000.0,2026-08,CH_HCM_Q1_10,Miền Nam,D,Xiaomi 14 5G,Xiaomi,Smartphone
TXN2791,2026-09-21,P001,ST010,1.0,29500000,29500000.0,2026-09,CH_BD_TDM_9,Miền Nam,C,iPhone 15 Pro Max 256GB,Apple,Smartphone
TXN1090,2026-08-29,P008,ST008,1.0,8500000,8500000.0,2026-08,CH_HCM_GV_7,Miền Nam,C,Apple Watch Series 9,Apple,Smartwatch
TXN1474,2026-09-21,P007,ST006,5.0,26500000,132500000.0,2026-09,CH_HCM_Q1_5,Miền Nam,D,iPad Pro M4 11 inch,Apple,Tablet
TXN2363,2026-07-16,P010,ST009,4.0,6000000,24000000.0,2026-07,CH_HCM_TB_8,Miền Nam,B,Loa Bluetooth Marshall,Marshall,Accessories
TXN2719,2026-08-23,P007,ST015,1.0,27000000,27000000.0,2026-08,CH_BD_TDM_14,Miền Nam,C,iPad Pro M4 11 inch,Apple,Tablet
TXN1957,2026-07-05,P009,ST005,1.0,38500000,38500000.0,2026-07,CH_BD_TDM_4,Miền Nam,C,Samsung Galaxy Z Fold 5,Samsung,Smartphone
TXN1594,2026-07-24,P008,ST011,1.0,9500000,9500000.0,2026-07,CH_HCM_Q1_10,Miền Nam,D,Apple Watch Series 9,Apple,Smartwatch
